german	-0.059213426 -0.11658194 -0.069683135 -0.54651386 -0.025150398 -0.20297101 0.7571086 0.0057166247 -0.093774326 0.06917808 0.08843995 -0.20710465
different	-0.34293428 0.06290819 0.32695648 -0.5968655 0.1074932 -0.22907177 0.11951611 0.22604738 -0.42480847 -0.13573208 -0.23441008 -0.1790138
modern	0.087649435 -0.004897573 0.005658838 -0.69251585 0.11802328 -0.1493349 0.5911555 -0.116138406 -0.13400231 -0.20283589 -0.22939129 0.042198688
great	0.0504416 -0.017353503 0.14487045 -0.6368646 -0.1315871 -0.16146646 0.4978638 0.2026307 0.05294614 -0.14809048 0.3868725 -0.25268936
do	0.3476454 0.10018191 0.18483679 -0.16166393 0.05088916 -0.48361948 -0.33361524 -0.11205664 -0.36428604 -0.40463293 -0.30623624 -0.24137154
common	0.074639976 0.076120436 0.2063259 -0.55884546 -0.0960247 -0.094238505 0.29355347 -0.0090553 -0.24126169 -0.06636239 -0.59915227 -0.32833534
set	-0.04659838 0.095067404 0.19001906 -0.39218244 -0.72818774 -0.18531908 0.13774768 0.37912807 -0.03777259 -0.20944773 0.1609111 -0.019389264
list	-0.2616788 0.018158184 -0.1812152 -0.3974927 -0.41387627 -0.022326758 0.41786805 0.21964695 -0.3275744 -0.35493422 0.29004788 -0.16820626
south	0.080278195 -0.17068022 -0.12551561 -0.39111033 -0.21553463 -0.33951554 0.72887075 -0.19370727 0.15441333 0.14205965 0.14534272 -0.0072324737
series	0.018583233 -0.09568339 0.11121317 -0.45193166 -0.62139726 0.034219384 0.43940637 0.24111508 -0.07134843 -0.2760171 0.23037656 0.031933174
major	-0.2765191 -0.47615567 0.366978 -0.5761524 -0.09897041 -0.124605276 0.35645136 0.014385428 0.05876386 -0.15215017 0.09245672 -0.20603698
game	0.34754986 0.06558938 0.22121383 -0.6537729 -0.36025512 -0.22881797 0.43100783 -0.0040439023 0.05220318 0.008488496 0.12350157 -0.112147585
power	0.0853459 0.28890207 0.07600831 -0.59473073 -0.40800756 -0.36671916 0.4028613 0.13805774 -0.06576815 -0.24371588 -0.014324826 0.059425943
long	0.23071145 -0.12289491 0.1403648 -0.38516754 -0.80119187 -0.15353297 -0.111844376 0.07282679 0.09513894 -0.028670056 0.105248116 -0.24365646
country	0.4450385 0.21220382 0.30693823 -0.25063273 -0.45438617 -0.458484 0.39418548 0.0048261182 0.038414843 -0.09494108 0.07638779 0.10713572
king	0.029321091 0.054974005 0.056018174 -0.2618956 -0.45969442 -0.4392549 0.40936998 0.075371966 0.15304768 -0.007879188 0.5627095 0.08206564
law	0.19361463 0.28783584 0.049618628 -0.3984623 -0.4091629 -0.46389124 0.54397553 -0.1517912 -0.008115708 -0.06987591 0.07415179 0.08014601
group	-0.08155743 0.05625643 0.3491003 -0.5852645 -0.47653538 -0.2735678 0.2562917 0.29390284 0.0014426602 -0.15677209 0.06686656 -0.20673129
film	0.3940155 -0.06686236 0.10186694 -0.50954527 -0.3501713 -0.38819662 0.44903886 0.07192334 0.07911568 0.15164502 0.21838605 0.1148679
still	0.38757786 0.37448564 0.20256978 -0.26078266 -0.23581602 -0.17157525 -0.10200877 0.11085531 -0.62696433 0.08104921 0.006616273 -0.30506197
until	0.5353931 -0.35205764 0.3905835 -0.013727815 0.08420665 -0.12145521 0.30283558 -0.23613004 -0.34683058 -0.1587291 0.3283579 -0.11853945
north	0.0988633 -0.28084892 -0.17014436 -0.3384869 -0.110420525 -0.39222878 0.71138865 -0.10712234 0.16092145 0.16782448 0.17263487 0.01946105
international	-0.06288942 0.014509144 0.10219752 -0.65707767 0.13911118 -0.29717317 0.5593208 -0.094660014 -0.03253492 -0.045515165 0.21751133 -0.27153906
term	0.5171524 0.19437665 0.12000066 -0.5148858 -0.44644296 0.19193552 0.39102536 0.10188039 -0.11293806 -0.03423372 0.034656987 0.02654514
we	0.3022449 0.24998394 0.15268588 -0.16790086 0.0047572656 -0.35896656 -0.51781905 -0.23644777 -0.55810314 0.119124636 0.012662418 -0.1260898
end	0.21866591 0.25077677 0.1766334 -0.4402298 -0.37648043 -0.0899656 0.45563895 0.012897895 -0.032725662 -0.40792492 -0.16906089 0.33261794
book	0.34648317 -0.16949783 0.23221058 -0.2686701 -0.45546016 -0.25909457 0.26704636 0.010647068 0.011858501 -0.1947576 0.17487067 0.55719167
found	0.17791757 0.016242744 0.032638777 0.019501533 -0.39388412 -0.53272474 0.15587209 0.16669013 -0.57967615 -0.10360655 -0.1994056 -0.29848346
own	0.007983058 0.31734884 0.41130954 -0.14305578 0.13623239 -0.18848199 0.13161524 -0.46062696 -0.05660321 -0.19988115 0.6187443 0.0002712818
political	-0.32840478 0.06882068 0.26553497 -0.55626655 0.036913253 -0.4108409 0.32192037 -0.21333727 0.11739542 -0.21536598 0.24315763 -0.2624586
party	0.14124979 0.313018 0.063533254 -0.4550897 -0.30847082 -0.42151162 0.5313006 -0.102266826 -0.2134148 0.06401713 0.21519467 -0.09698996
order	0.4392123 -0.060304645 -0.32384002 -0.48034826 -0.13073501 -0.3562532 0.30386218 0.07460026 -0.09506797 -0.2557519 -0.37277654 0.11195726
usually	0.290729 0.33745313 0.22940782 -0.36355907 -0.21851063 -0.04429285 -0.114985906 0.11406035 -0.63975275 0.117373 -0.033019535 -0.3416259
president	0.10164941 0.1515587 0.015047762 -0.3727279 -0.49300012 -0.43668827 0.510755 -0.12680236 0.0029290414 -0.033040754 0.21463384 0.2639726
church	0.22795337 0.33834133 0.033327565 -0.3716066 -0.34690565 -0.25718546 0.6795053 -0.06528178 -0.1435705 -0.070924096 0.09799521 0.08147135
you	0.20856692 0.37198636 0.14631969 -0.21895422 -0.028302725 -0.40561756 -0.5738521 -0.14139053 -0.47906426 0.027109984 -0.021111852 -0.0588942
death	0.24597736 0.4215476 -0.011074103 -0.21260431 -0.23549496 -0.3698782 0.38157794 -0.0012153502 -0.15610774 -0.32050267 0.32312033 0.38353652
theory	0.286326 0.18355465 0.091193065 -0.59410226 -0.6186016 -0.23966025 0.20679374 -0.015660679 0.13554135 -0.10500297 0.094640456 -0.039793007
area	0.23219638 0.04397095 0.2924424 -0.4362715 -0.6406221 -0.085227266 0.45063367 0.07542059 -0.048025455 -0.032339167 -0.10849686 0.16356362
around	0.4720338 -0.39730197 0.49100655 -0.3395343 -0.122499056 -0.3189179 0.27811173 0.09907885 -0.12821023 0.0047569177 0.20575836 0.0170301
include	0.3956585 0.11986748 0.22151402 -0.53496325 0.4571503 -0.31616902 -0.07261784 0.021582084 -0.103160635 -0.30941767 -0.060558926 -0.26285914
god	0.20003523 0.41111603 0.094330706 -0.38479394 -0.5594055 -0.430556 0.08234531 -0.066977285 -0.13139963 -0.24332748 0.18291809 0.12038297
ii	0.2386421 0.06530376 -0.29141447 -0.39816618 -0.057066765 -0.4022539 0.07476875 -0.10841475 0.10063397 0.2303445 0.6469928 0.17644311
way	0.2785476 0.10449135 0.3369778 -0.36997828 -0.42043447 -0.15021744 0.0054001203 0.047799587 0.039021876 -0.610858 -0.23253517 0.17512189
did	0.39258513 -0.16100068 0.091603175 0.0047427895 -0.10930126 -0.3642734 -0.0014312426 -0.3378336 -0.5219461 -0.404895 -0.07574314 -0.33265862
military	-0.15430935 0.13816226 0.049458098 -0.53003204 0.053944312 -0.46321714 0.5249394 -0.02706309 -0.001234473 0.11841554 0.3506878 -0.20721996
population	-0.16507152 0.07842343 0.49251574 -0.43615675 -0.33018643 -0.14022839 0.44810233 0.1359704 -0.064350195 0.24073346 0.20952657 0.28254414
using	0.07399107 -0.041357957 0.43192634 -0.5186718 -0.26522937 -0.2666364 0.18883187 0.22997479 -0.16463739 -0.24662913 0.18917154 -0.42840317
though	0.2550689 -0.15611732 0.29645112 -0.1587062 0.08579445 -0.08097311 0.2697329 -0.18190165 -0.5935546 -0.4932165 0.10131297 -0.26814377
small	-0.1661484 -0.25426567 0.29166108 -0.66314304 -0.17175232 -0.13774566 0.07003165 0.24758318 -0.028685616 -0.050603915 -0.2607248 -0.44371524
following	0.5033514 0.054603722 0.24447785 -0.50692296 0.0065335874 0.21851736 0.4361177 0.03500308 -0.13536574 0.07249403 0.35474512 0.1956422
within	0.48889336 -0.20858255 0.5393765 -0.45150226 0.063892744 -0.080000274 0.23979375 -0.055496737 -0.12341368 -0.054997172 0.24550915 -0.27037328
non	-0.49157757 0.054943264 0.3872964 -0.60987836 -0.005972554 -0.27618122 0.23971768 0.02761109 -0.18839432 -0.10287829 0.09188902 -0.21053219
left	0.27616042 0.06842602 0.15240037 -0.099574916 -0.18426271 -0.5921346 0.2475754 0.28973868 -0.3514006 -0.18417643 0.3837952 -0.22669782
human	-0.22550237 0.41860965 0.10539241 -0.64823836 0.08956159 -0.3645676 0.23749611 -0.24982639 0.09551101 -0.13941443 0.11753282 -0.20117882
main	0.32192755 -0.16426235 0.042556133 -0.48917314 -0.03841161 -0.35228428 0.083433785 -0.023655169 0.44192252 0.3371762 0.4021057 -0.15654558
among	0.21120234 0.3075715 0.560913 -0.30423188 0.12965938 0.12095572 0.31494063 -0.28281796 -0.43193355 0.025682794 0.20914613 -0.1096778
point	0.24827752 0.10987681 0.2970512 -0.4537789 -0.42387995 -0.3294127 0.20838228 -0.031283498 -0.0057837996 -0.41620567 -0.3420408 0.096381485
r	-0.17452274 -0.22797129 0.24008784 -0.14487137 0.21177587 -0.7265044 0.0045921663 0.12901229 -0.104953215 0.39648485 0.15773724 -0.23774326
due	0.36312768 0.029579626 -0.32796505 -0.62412727 -0.01751516 -0.41111305 -0.33920383 0.036208443 -0.07510828 -0.10826692 -0.22309346 -0.13169123
p	0.0040918435 -0.30487773 0.37475646 -0.1843098 0.0802823 -0.68417925 -0.14782326 0.13432156 -0.13855556 0.43116134 0.10826129 0.036900245
considered	0.32069913 0.13257506 0.33731034 -0.14982368 -0.44487664 -0.3215431 -0.17359589 0.2500286 -0.3456585 -0.10170067 -0.2503803 -0.39608365
public	-0.0264535 0.09616045 0.20710847 -0.60200197 -0.16452785 -0.41189694 0.54429233 -0.10899769 0.120795235 0.07065577 0.093539104 -0.22706138
popular	0.032776084 -0.047456224 0.16585512 -0.5526021 -0.09142537 -0.18128487 0.3476341 -0.0767011 -0.1934282 -0.22939798 -0.55464154 -0.3133307
computer	-0.083859906 0.003958219 0.15663943 -0.7399004 -0.20802766 -0.44717497 0.1590327 0.16122058 0.17305009 -0.26739424 0.10602172 -0.11726969
west	0.23413225 -0.2030147 0.029842017 -0.32844925 -0.12684713 -0.42895377 0.7348887 -0.114799306 0.036974728 0.15025584 -0.009806889 0.13351302
family	0.14158984 0.3908158 0.17104861 -0.43071404 -0.2579246 -0.2942219 0.377607 0.03194178 -0.079132706 -0.2833339 0.4785032 0.015454256
east	0.20681831 -0.06713005 -0.097037785 -0.32973176 -0.097426854 -0.39530918 0.78505564 -0.16355476 -0.03230068 0.15625176 0.009874101 -0.014190855
information	-0.13306843 0.24844885 0.31374827 -0.5084642 -0.3126683 -0.4734577 -0.04607816 -0.015612789 -0.26686236 -0.3196465 -0.24382332 -0.080390394
important	0.20524825 0.08777761 0.2643202 -0.5840133 -0.055411853 -0.07354371 0.106385574 -0.08425178 -0.12126219 -0.057155333 -0.6631813 -0.2335712
european	-0.33042616 -0.107349545 0.21705931 -0.3465555 0.31023493 -0.14744279 0.5988978 -0.3172253 -0.17221676 -0.2851618 0.11241038 -0.10569671
man	0.09722357 0.0074984455 0.17368451 -0.24959254 -0.5750422 -0.40565985 0.06490054 0.21361397 0.016074894 -0.48212126 0.33421704 0.0924758
sometimes	0.33473197 0.39222792 0.08214512 -0.35404462 -0.2798677 -0.070649974 -0.22080752 0.118668534 -0.5141423 -0.048877724 0.10553301 -0.4218913
right	0.09978006 0.24339847 0.13311087 -0.47644496 -0.01732657 -0.59639144 0.0641928 0.29894185 0.2066539 -0.33388072 0.2864967 -0.018723182
old	0.35455397 0.1269193 0.06517074 -0.5714057 -0.013359654 0.0773045 0.6063138 -0.13212445 -0.17589161 -0.058141716 0.21534531 0.23560871
free	-0.37135068 0.1836357 0.2727021 -0.62010497 -0.17434137 -0.29275474 0.0735146 0.046487775 -0.058183853 -0.15166333 0.017990356 -0.46808484
word	0.4273135 0.12626526 0.31819156 -0.54939115 -0.26879856 -0.068682685 0.5313484 -0.084349364 -0.06992358 0.12904623 -0.0993384 -0.02361123
without	0.16846378 -0.054300286 0.45272055 -0.50451314 0.105644464 0.04195493 -0.081666484 -0.0023974213 -0.32821465 -0.16143616 0.36361742 -0.47284433
last	0.5041158 0.059678823 0.29199442 -0.45525473 -0.2415375 -0.05048313 0.34079114 0.101924494 0.020234914 -0.08395502 0.3512856 0.36264673
us	0.20850421 -0.065120235 0.15125299 -0.46353042 0.048932794 -0.54993266 0.5700386 0.21295229 -0.0350221 -0.12665834 0.034492258 0.14483084
members	-0.32668003 0.31509048 0.3109441 -0.25529045 -0.21257031 -0.20944895 0.323246 -0.07016006 -0.4944423 -0.3124558 0.1200479 0.27777687
given	0.30815062 0.034666557 0.35873935 -0.24954264 -0.58994234 -0.29442254 -0.0032023266 0.346206 -0.20171611 0.011470701 -0.12247889 -0.32010707
times	0.047311798 -0.4368977 0.2725418 -0.30762517 -0.4380486 -0.23229428 0.34065166 0.29619914 -0.19920306 -0.22697121 0.11800331 0.28848302
roman	0.30542094 -0.12184327 -0.29412678 -0.5664095 0.031693432 -0.07687359 0.6391943 -0.14119194 0.06606781 -0.050777297 0.16975033 -0.11560664
make	0.45282128 0.15103081 0.05868272 -0.4132699 0.0031932741 -0.3728558 -0.30327693 0.17307934 0.044153214 -0.55660045 -0.057301756 -0.14800301
h	-0.028420843 -0.18635894 0.24184981 -0.14803112 0.2590113 -0.7651266 -0.054354142 0.064849205 -0.15198332 0.44101056 0.0820319 0.00861115
age	0.02763501 0.022460163 0.23280562 -0.39173827 -0.4408049 -0.09905419 0.61761004 0.0020287717 -0.10430107 -0.1620296 0.06656686 0.4049
place	0.43585756 -0.117638186 -0.18573906 -0.16432624 -0.66219234 -0.32056117 0.3017579 0.065021195 -0.13031687 -0.213849 -0.10488151 0.15629971
l	-0.14335041 -0.3348129 0.2135139 -0.12956351 0.17143841 -0.7564108 0.086744964 0.13555382 -0.09807972 0.3027166 0.21718541 -0.17059235
thus	0.30375093 0.25126094 0.20802565 -0.19775411 -0.10610498 -0.5665313 0.11893136 0.1374507 -0.4386407 -0.08524935 0.2771729 -0.34708896
science	-0.23124169 0.16740698 0.2537393 -0.59301656 -0.1769345 -0.44452226 0.47335842 -0.1445425 -0.07391409 -0.10853732 -0.105586074 -0.013831341
case	0.320977 0.15611194 0.30769163 -0.23539229 -0.52702457 -0.14792262 0.38491678 -0.06940588 -0.08079056 -0.45318422 -0.2098368 0.1181967
become	0.48668543 0.020863684 0.0920256 -0.3041859 -0.3635374 -0.04881768 -0.07969175 0.45549536 -0.42254615 -0.1453279 -0.23135935 -0.24523932
systems	-0.13055307 0.4662406 0.24561588 -0.54076546 -0.06421431 -0.30386695 0.08365052 -0.029615497 -0.4806669 -0.18853132 -0.057713833 -0.19639868
union	-0.05976931 0.28139612 0.22483855 -0.4130669 0.23672262 -0.12906845 0.5964123 -0.097389355 -0.2723449 0.37269792 -0.104280755 0.18501092
born	0.30236182 -0.098117925 -0.22599666 -0.07329741 -0.20609221 -0.5517483 0.27168986 0.07230108 -0.44437483 0.4644401 -0.054647896 -0.020006118
york	-0.02376524 -0.09748318 0.1815768 -0.3276378 -0.43676805 -0.0103953 0.2213497 -0.6259183 0.05628493 0.25343397 0.296455 0.2503785
line	0.1260864 0.07507333 0.11496396 -0.49991646 -0.58208275 -0.44556615 0.37136835 0.124261945 -0.0052681845 -0.15632583 0.005979312 -0.011263987
countries	-0.18082014 0.29314464 0.49493834 -0.2573575 0.008925391 -0.19516748 0.2934875 -0.14510526 -0.5271418 -0.2044415 -0.2215051 0.23679902
does	0.30408445 -0.36220813 0.074472785 -0.03888417 -0.17122747 -0.26219243 0.01054136 -0.4460506 -0.37811676 -0.3993832 -0.12750582 -0.39167175
isbn	-0.25402078 -0.6316802 9.622952e-05 -0.29533443 0.122846656 -0.18589 0.37614366 -0.04524859 -0.25884935 -0.09802717 0.42180455 0.039009742
st	-0.012095885 -0.5938846 -0.05003464 -0.02250065 -0.39347798 -0.39560497 0.4457824 -0.30059493 -0.11465696 0.11150314 0.12045604 0.060405206
control	-0.062829696 0.25833663 -0.0787633 -0.6185539 -0.4041809 -0.33129877 0.3305673 -0.038721457 -0.108906254 -0.35015354 0.12609226 0.07899123
various	-0.22145456 0.3276949 0.13909918 -0.49054137 0.16885766 -0.43455985 0.4003326 -0.09557352 -0.39341244 -0.0713487 -0.18760973 -0.042159162
others	0.014246593 0.4331584 0.3682396 -0.20871565 -0.21225376 -0.4703501 -0.14204735 -0.10918941 -0.40155014 -0.39275122 -0.04757122 0.12987944
house	0.11795836 0.1776594 0.14436224 -0.42748567 -0.17052163 -0.31768233 0.7309364 0.11953855 -0.12804614 -0.11301629 0.07746892 0.19290268
article	0.26679745 -0.18045017 0.14573292 -0.4447068 -0.33909643 -0.40317807 0.060649157 -0.18848313 0.35132784 -0.38689697 -0.15547597 0.25143224
island	0.28325373 0.24456415 0.13380952 -0.35425502 -0.32075498 -0.27162057 0.68473077 0.10904066 -0.10462135 0.013761256 0.21582218 0.037844226
should	0.029468138 -0.29528806 0.24469972 0.13788912 -0.034184597 -0.36603534 -0.009801344 -0.3910329 -0.49054745 -0.22972725 0.27545103 -0.41905537
led	0.48258403 -0.04915955 -0.21368806 -0.18526462 -0.46677753 -0.5723855 -0.027899452 0.12272589 -0.08988927 -0.27991802 -0.12545389 -0.14557149
back	0.35958073 0.07034694 -0.27260435 -0.5709684 -0.22729076 -0.54403627 -0.10251276 0.13720053 0.14327012 -0.23761067 0.013296601 -0.106319495
period	0.32772598 0.03700778 0.09118474 -0.34415165 -0.6560557 0.019694502 0.34411857 -0.062435336 -0.08420679 -0.41053784 -0.0247961 0.18738061
player	0.4770496 0.032963313 0.41480544 -0.3169423 -0.3289373 -0.49328527 0.069206625 0.27001494 0.11716458 0.11031918 -0.20898747 0.0044259983
europe	0.19253455 0.004022116 -0.07688778 -0.1726595 -0.32733527 -0.5227712 0.5787918 -0.19388989 -0.27443373 -0.020978916 -0.2826584 0.13605222
languages	-0.21007603 0.3200209 0.50326276 -0.27478975 0.0019977342 -0.055397987 0.39399588 -0.14615919 -0.5671531 -0.12334735 -0.09004959 -0.0041703256
central	0.12277038 -0.2601713 -0.011454806 -0.5091716 -0.07753706 -0.28495887 0.71531796 -0.06444173 0.085714065 0.14429155 0.03265813 -0.15991159
water	0.022544239 0.27462688 0.263714 -0.53065103 -0.37165678 -0.54164326 0.24923217 0.22348419 -0.15271173 -0.06391738 0.01790017 0.040515963
few	-0.07145712 -0.3198398 0.44028267 -0.55160075 -0.2076255 0.11129245 0.11639915 0.23773521 -0.15011102 -0.47058788 -0.08561888 -0.13268904
western	0.20477964 0.055497285 -0.026182342 -0.47738025 0.18565106 -0.22456707 0.72482646 -0.20192191 -0.11814228 -0.09470957 -0.22117323 0.059331737
home	0.24451897 0.3455224 0.009785271 -0.40804115 -0.2981815 -0.5479686 0.38742158 0.14128436 -0.1094451 -0.25458816 0.08417246 0.10542405
began	0.37060392 -0.021234866 -0.34808472 -0.34479097 0.07824969 -0.5450281 0.079918645 0.089637645 -0.09762734 -0.51836705 0.10372276 -0.124754354
generally	0.32260764 0.29257312 0.28704467 -0.29963574 -0.2283101 0.01599524 -0.14220592 0.14322801 -0.6014726 0.10081196 -0.06435172 -0.4110442
less	-0.30791742 0.35346484 0.36340246 -0.52355105 -0.10771916 -0.107323684 -0.35880587 0.237583 -0.2695223 -0.0029313168 0.11126144 -0.28415394
k	-0.1539211 -0.23446524 0.3430674 -0.21140502 0.09602016 -0.72483766 -0.06267945 0.25360313 -0.08314126 0.29704276 0.14576091 -0.19925176
similar	0.16308644 0.13526948 0.011739452 -0.6708648 -0.20171869 -0.19466275 -0.14685428 0.23821951 -0.11794478 -0.09989767 -0.37890604 -0.4249099
written	0.047817037 -0.12700672 -0.006715974 -0.14126094 -0.6405696 -0.5074811 -0.026516316 0.18080878 -0.39425072 0.1906878 -0.16789354 -0.20084314
original	0.22972102 0.026422156 0.42684755 -0.5205387 0.1042892 -0.2946494 0.3324865 -0.24442627 0.3230332 0.014954091 0.34242535 0.05962802
best	0.22986184 0.34556347 0.22665702 -0.49428594 -0.4246851 0.22313707 0.10708399 0.23849173 -0.13886894 -0.2144973 0.39945498 0.093309455
must	-0.03105864 -0.31345183 0.15887968 0.14802758 0.01753212 -0.3709213 -0.011779394 -0.35517687 -0.5566978 -0.14452516 0.32556412 -0.39071357
according	0.3410278 -0.12202274 -0.34296355 -0.5889886 0.18673699 -0.3823444 -0.3343562 -0.048726417 0.033148546 -0.29489055 -0.14000927 0.037294447
school	-0.18968545 0.11321288 -0.015689865 -0.55282015 -0.33867967 -0.08856414 0.63031465 0.09263986 -0.17561464 -0.13889 0.258339 -0.007058155
france	0.16020288 -0.045248635 -0.1988561 -0.16880941 -0.3574683 -0.70439 0.38218504 0.063371435 -0.23474075 0.10787366 0.011958352 0.2516631
air	0.13100035 0.11202371 -0.2004103 -0.458581 0.30682594 -0.5009628 0.31598714 0.20460644 0.0024992498 0.28504178 0.12943387 -0.3674275
single	-0.15332219 -0.4306292 0.17434642 -0.65251255 -0.26973766 -0.04534508 0.1426731 0.27629942 0.09801747 -0.11030124 0.06490323 -0.37065336
force	-0.20079018 -0.1929226 0.09517863 -0.30284318 -0.4895233 -0.2907639 0.54643255 0.1908372 -0.30646706 0.08017487 0.21601877 -0.124470584
v	-0.10889946 -0.28326958 0.11799187 -0.23058239 0.15981722 -0.7508772 0.060161542 0.10041258 -0.28423366 0.36132917 0.13942263 -0.08344154
land	0.05692206 0.1866388 0.27319288 -0.41188768 -0.43212768 -0.5699203 0.35905844 0.047414444 0.008892933 -0.059052482 0.09795765 0.24852268
groups	-0.28264773 0.3885759 0.36776337 -0.39823857 -0.11518582 -0.3215887 0.22391503 -0.10718637 -0.487403 -0.23940372 -0.017201675 0.042304087
down	0.2670288 0.12662075 -0.034426544 -0.4485966 -0.21431366 -0.6968694 0.079287715 0.07554635 -0.024328748 -0.23452178 0.18937446 -0.27428555
how	0.046213556 0.39618456 0.12438049 -0.4736713 0.0013938479 -0.27523336 -0.11973138 0.31729534 -0.26410818 -0.55117005 0.18373139 -0.054781504
works	0.019841434 0.47426876 0.33293444 -0.20514746 -0.3202668 -0.19631815 0.2643196 -0.062034126 -0.37190306 -0.36517107 0.27418205 0.24511714
development	-0.10370027 0.31250885 0.1653003 -0.5002715 -0.3446047 -0.16861394 0.5512944 -0.06683815 -0.081298165 -0.3224754 0.1886832 0.11050574
official	-0.24439944 -0.025248475 0.24632879 -0.6561111 0.045497037 -0.21309131 0.23880321 -0.050231084 0.25533676 0.03600876 0.521533 -0.05434665
support	0.14610702 0.37986672 0.14121674 -0.5085792 -0.09105043 -0.4049962 0.1965439 0.043804627 -0.13388133 -0.48738605 -0.28634515 0.07372737
england	0.18655404 0.03331652 -0.11699212 -0.21220995 -0.48947942 -0.58345956 0.37464494 -0.1655384 -0.16703545 0.013908509 -0.08958663 0.34852594
j	-0.09920289 -0.3106519 0.17656362 -0.13665617 0.15849733 -0.75225407 0.006993517 0.19315492 -0.052414976 0.33063197 0.21362606 -0.2402881
rather	-0.19645709 0.32672855 0.37796095 -0.58346885 0.23774374 -0.19022234 -0.4680936 0.09646048 -0.17627348 0.012052956 0.11761177 -0.07203915
space	-0.022441655 0.10220934 0.28904718 -0.54202425 -0.21016869 -0.51076293 0.45143476 0.20819232 -0.20107903 0.030899493 -0.051366236 -0.12449185
data	0.14115798 0.45282206 0.20168795 -0.6297333 -0.2649186 -0.32215574 0.16556166 0.028789934 -0.29831937 -0.10764316 -0.11273879 -0.14929014
greek	0.08325659 0.12760973 -0.045261998 -0.5714979 -0.100639544 -0.22333872 0.7183452 -0.18138959 -0.03978895 -0.15676793 0.033747766 -0.109071344
km	-0.3370501 -0.53868574 0.20337103 -0.34420788 0.021157654 -0.35640642 0.16590801 0.09788984 -0.32688302 0.002717318 0.223409 0.3391509
named	0.20033684 0.2552567 -0.14165896 -0.16198987 -0.46723697 -0.350991 -0.051005214 0.1491467 -0.52724135 0.2295939 0.38583615 0.049836874
germany	0.21967284 -0.02723584 -0.25812525 -0.13964424 -0.3170522 -0.55597407 0.54419243 -0.08511264 -0.29118794 0.17224391 -0.027787117 0.19137259
just	0.34642082 -0.05821443 0.32633758 -0.17105728 -0.625043 -0.4282296 -0.24299636 0.061275233 -0.18833199 0.05496371 -0.22291769 -0.12571165
games	-0.09738385 0.22466168 0.3250621 -0.5147729 -0.20854558 -0.26990184 0.12194309 0.1463147 -0.6210255 -0.15256235 0.074499786 0.04767241
said	0.45871615 0.28952175 -0.05654443 -0.06864963 -0.41900307 -0.49010763 -0.20514652 0.08369869 -0.3802205 -0.2639771 -0.015652051 -0.13597961
version	-0.2223208 -0.13769168 0.077802815 -0.43054217 -0.63489217 -0.06583438 0.386855 -0.016088685 -0.13667537 -0.11582229 0.29324594 0.25449687
late	0.3919584 -0.35805306 0.23323552 -0.20757784 -0.3114244 -0.4265802 0.37482452 -0.097159855 0.16373911 0.19538139 -0.32056558 0.15505835
earth	0.39838722 0.27900183 0.13648912 -0.13234408 -0.30558333 -0.7248251 0.28306723 0.008187051 0.08822953 0.019378403 0.042235952 0.13568652
company	0.35971156 0.21761449 0.20601478 -0.38183394 -0.46064115 -0.4903147 0.25962642 0.096651405 0.003291913 -0.028532654 0.31886974 0.056243356
every	-0.11656906 -0.1632082 -0.15860304 -0.63778067 -0.1687157 -0.07738891 -0.1712805 -0.19367164 -0.5673058 0.169255 -0.2499278 0.11665776
economic	-0.24759819 0.26922977 0.17625278 -0.57832533 0.063233554 -0.444812 0.33239508 -0.3235093 0.14245063 -0.03796925 0.19685158 -0.15231599
short	0.0026736453 -0.2596283 0.11731628 -0.7257702 -0.52502483 -0.0767933 0.022867998 0.1842902 0.20035936 -0.11242943 0.1013892 -0.113941096
published	0.3207099 -0.16869839 -0.11053596 0.004506456 -0.52378 -0.5235644 0.27959707 0.27439743 -0.3589353 -0.14250705 0.03561606 -0.06405406
black	-0.17431195 -0.05467137 0.07199896 -0.5314228 -0.19585615 -0.42570356 0.27847233 0.27973974 0.02121871 -0.049671527 0.5272408 -0.15082373
army	0.3055114 0.21920751 0.115797214 -0.13563327 -0.08345014 -0.60667217 0.58108467 -0.23079187 -0.11668748 0.13313925 0.13098375 0.11120959
off	0.26217335 0.13374501 0.17535736 -0.54216003 -0.39789134 -0.4522749 0.26781687 0.074100874 -0.044457965 -0.18642765 0.2720747 -0.19454148
london	0.2738261 -0.11275731 -0.24972908 -0.33702865 -0.24859427 -0.55946213 0.5340684 0.04723258 -0.21000272 -0.00034347156 -0.063179225 0.16125192
million	-0.18052392 -0.3408917 0.36869386 -0.33185545 0.13297088 -0.17955063 0.077379644 -0.014991719 -0.55992824 -0.21352379 0.077124245 0.42889214
body	0.19307812 0.48339126 0.19982636 -0.45114273 -0.44080508 -0.23214844 0.2761982 0.05374788 0.01547791 -0.24073137 0.29106447 0.123722956
field	0.09187855 0.13991708 0.24162932 -0.5787308 -0.42317814 -0.33389506 0.43233195 0.2521869 -0.023780055 -0.05416133 0.16192625 -0.08873308
christian	-0.028733127 0.033134397 0.07867184 -0.71370304 0.26304507 -0.21734443 0.4379314 -0.12605025 -0.15036932 -0.27814662 0.24119303 -0.01615453
either	0.106522635 0.21703771 0.19019775 -0.4651594 -0.49289235 -0.46463242 -0.12130901 0.21313792 -0.24935818 0.13317028 -0.1652531 -0.25061303
